position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
199,Joey Bada$$,All-Amerikkkan Bada$$,7 April 2017,"East Coast Hip Hop, Political Hip Hop, Conscious Hip Hop","Jazz Rap, Boom Bap, Pop Rap","political, male vocals, conscious, protest, triumphant, rebellious, urban, boastful","6,825",41,3.46,6swV0WUnPygRIMgEKn6Ige
200,Oxbow,Thin Black Duke,5 May 2017,"Experimental Rock, Art Rock","Noise Rock, Symphonic Rock, Blues Rock, Post-Hardcore","manic, sombre, cryptic, dissonant, misanthropic, raw, noisy, male vocals","2,643",15,3.48,3NbLpXAgk3AuzvcxPSS4iC
201,Necrot,Blood Offerings,9 June 2017,Death Metal,,"death, aggressive, energetic, occult, rhythmic, male vocals, dark, heavy",601,5,3.50,0hpGhj6drVKP0wOEQ6vR9g
202,Motorpsycho,The Tower,8 September 2017,"Psychedelic Rock, Progressive Rock","Stoner Rock, Alternative Rock, Heavy Psych","psychedelic, eclectic, melodic, male vocals, progressive, epic, heavy, uplifting",548,7,3.50,60T9czS2Xg6OJogBhlRMyT
203,Pain of Salvation,In the Passing Light of Day,13 January 2017,Progressive Metal,"Progressive Rock, Alternative Metal","male vocals, uncommon time signatures, existential, progressive, concept album, complex, passionate, melodic","1,374",23,3.46,3p3jOZI2RjHPVpu7kfgjOB
204,Él Mató a Un Policía Motorizado,La síntesis O'Konor,22 June 2017,Indie Rock,"Indie Pop, Dream Pop, Post-Punk Revival","sentimental, male vocals, love, pessimistic, melancholic, playful, cryptic, lush",524,5,3.50,5YCFp2g2ZZUc0bKNAWyYHN
205,Ex Eye,Ex Eye,23 June 2017,"Avant-Garde Metal, Progressive Metal, Post-Metal","Avant-Prog, Jazz Fusion, Totalism","instrumental, complex, atmospheric, progressive, avant-garde, dense, heavy, energetic","1,223",19,3.49,5A1un7Vo3rofNGNctzayxd
206,Tomb Mold,Primordial Malignity,3 February 2017,Death Metal,,"heavy, death, male vocals, aggressive, ominous, energetic, scary, dark",782,4,3.50,2r4AKg2QHftjyrZLFxv6cF
207,Pyrrhon,What Passes for Survival,11 August 2017,"Technical Death Metal, Dissonant Death Metal","Mathcore, Avant-Garde Metal, Noise Rock, Brutal Prog","technical, aggressive, chaotic, heavy, dissonant, male vocals, dense, angry",657,4,3.49,2euhrmiVWOGcCm4afnw6ot
208,Kelly Lee Owens,Kelly Lee Owens,24 March 2017,"Ambient Pop, Tech House","Ambient Techno, Minimal Techno, Downtempo, Art Pop","female vocals, calm, ethereal, rhythmic, nocturnal, repetitive, atmospheric, soft","3,610",23,3.47,3Zx14dyUjtZcEas89nZZfn
209,Moses Sumney,Aromanticism,22 September 2017,"Art Pop, Singer-Songwriter","Ambient Pop, Neo-Soul","mellow, male vocals, ethereal, melodic, introspective, lush, poetic, bittersweet","2,792",15,3.47,30WjNaR79shSTGB52IJTw0
210,The Body + Full of Hell,Ascending a Mountain of Heavy Light,17 November 2017,"Power Electronics, Avant-Garde Metal","Drone Metal, Sludge Metal, Powerviolence, Digital Hardcore","noisy, heavy, dissonant, mechanical, male vocals, dense, misanthropic, manic","1,693",6,3.47,4SXIysQ9zTWimy9uo5GMy8
211,Chris Stapleton,From A Room: Volume 2,1 December 2017,Contemporary Country,"Country Soul, Country Rock, Singer-Songwriter, Southern Rock, Americana","alcohol, passionate, pastoral, sombre, male vocals",591,2,3.50,24fkX2Gdqw4a6pR9BUYbE5
212,You'll Never Get to Heaven,Images,24 March 2017,"Dream Pop, Ambient Pop","Ambient, Tape Music","female vocals, ethereal, melancholic, soft, lush, nocturnal, surreal",812,5,3.49,19cgLdAiYjhCaMTSKgMNR3
213,Godflesh,Post Self,17 November 2017,"Industrial Metal, Post-Metal","Sludge Metal, Dub, Post-Punk","heavy, mechanical, atmospheric, dark, aggressive, noisy, male vocals, dense","1,449",12,3.48,4yLRI4kaOy4LhSPZ2sCVbE
214,Angles 9,Disappeared Behind the Sun,17 January 2017,Experimental Big Band,"Free Jazz, Jazz-Rock","energetic, instrumental, dissonant, avant-garde, playful, passionate, cold, improvisation","1,487",16,3.48,0waUO5aFvi6QRglJrEzZht
215,Rafael Anton Irisarri,The Shameless Years,25 August 2017,Ambient,Drone,"dense, warm, atmospheric, instrumental",444,,3.50,4mF4jA53pvuA45YbUYT3Ih
216,Arca,Arca,7 April 2017,"Art Pop, Glitch Pop","Ambient Pop, Deconstructed Club, IDM, Post-Industrial, Latin Electronic","LGBT, surreal, love, dark, atmospheric, androgynous vocals, sexual, melancholic","7,904",56,3.43,1MQO4j8QExVgmnplbIodEU
217,Blaze of Perdition,Conscious Darkness,3 November 2017,Black Metal,Atmospheric Black Metal,"male vocals, infernal, progressive, introspective, dark, conscious, atmospheric, epic",567,4,3.49,6ovpfQfj3FNRTSklMx4bgl
218,Yves Tumor,Experiencing the Deposit of Faith,13 September 2017,"Ambient, Hypnagogic Pop","Sound Collage, Post-Industrial, Ambient Pop","surreal, sampling, atmospheric, mellow, mysterious, ethereal, eclectic, lethargic","1,183",4,3.48,
219,Jaimie Branch,Fly or Die,5 May 2017,Avant-Garde Jazz,"Spiritual Jazz, Post-Bop, Third Stream","playful, instrumental, acoustic",413,6,3.50,1Sp4Afpf0ENPgb9Hh9HQIl
220,Nana Grizol,Ursa Minor,31 March 2017,"Indie Rock, Indie Pop","Folk Punk, Chamber Folk, Indie Folk","LGBT, sentimental, warm, political, male vocals, uplifting, autumn, breakup",372,,3.50,04ci27eWnOSu99TmnYmqDW
221,paranoid void,Literary Math,1 November 2017,"Math Rock, J-Rock",Post-Rock,"female vocals, lush, mellow, technical, playful, atmospheric, uncommon time signatures, energetic",330,3,3.51,7cHvJpTVGuum5Y69ZbKUmg
222,Mondo Grosso,何度でも新しく生まれる (Nandodemo Atarashiku Umareru),7 June 2017,"J-Pop, Dance-Pop","Deep House, Synthpop, Downtempo","female vocals, melancholic, rhythmic, lush, male vocals, uplifting, energetic, futuristic",557,2,3.49,3IhDlS0GsKJHNCcJA7xocM
223,Dyscarnate,With All Their Might,15 September 2017,"Death Metal, Groove Metal",Groove Metal,"heavy, death, male vocals, dense, angry, aggressive, apocalyptic, rhythmic",325,4,3.49,44T2XNcei3Bq04flbhwn9I
224,Sutrah,Dunes,22 September 2017,Technical Death Metal,"Progressive Metal, Southeast Asian Music","technical, dark, philosophical, progressive, complex, occult, male vocals, epic",283,5,3.51,435DBmVRdp0MQEff6XAfp1
225,Septicflesh,Codex Omega,1 September 2017,"Death Metal, Symphonic Metal",,"heavy, male vocals, orchestral, aggressive, technical, epic, mythology, dark",823,11,3.47,6mzBkGvkSiMPfSnIMsi5a7
226,Polkadot Stingray ポルカドットスティングレイ,全知全能 (Zenchi zennou),8 November 2017,"Alternative Rock, J-Rock","Power Pop, Math Rock","female vocals, energetic, rebellious, melodic, playful",443,,3.49,74euEg7akrHdXwuHnr0WBn
227,Bestia Arcana,Holókauston,16 June 2017,Black Metal,Dark Ambient,"dense, apocalyptic, male vocals, dissonant, dark, satanic, ritualistic, mysterious",379,2,3.49,3jMwfVcNTn01UeZYDMInMX
228,Charly Bliss,Guppy,21 April 2017,"Power Pop, Indie Rock","Garage Rock, Grunge","female vocals, melodic, energetic, sarcastic, triumphant, summer, anxious, noisy","1,416",25,3.47,6UwpRX1CexwA0efyNrtVoY
229,Armand Hammer,Rome,3 November 2017,"Hardcore Hip Hop, East Coast Hip Hop, Abstract Hip Hop","Conscious Hip Hop, Political Hip Hop, Experimental Hip Hop","abstract, chaotic, male vocals, deadpan, dense, dark, conscious, sampling","1,058",5,3.48,3KhH1DkflxVkR9ABWV7rNG
230,Pretend,Circular Ræsoning,1 April 2017,Post-Rock,"Midwest Emo, Math Rock, Slowcore","uncommon time signatures, calm, introspective, mellow, autumn, melodic, bittersweet, technical",394,3,3.49,245AgWJ0rlPN38d75UMbKq
231,Julien Baker,Turn Out the Lights,27 October 2017,"Singer-Songwriter, Slowcore",Indie Folk,"female vocals, self-hatred, introspective, longing, passionate, lonely, melancholic, Christian","3,301",27,3.45,3uIsEwFYYV4rwRssSEJ8Lb
232,Ingurgitating Oblivion,Vision Wallows in Symphonies of Light,21 April 2017,"Technical Death Metal, Dissonant Death Metal","Avant-Garde Metal, Progressive Metal","dense, complex, technical, progressive, dissonant, existential, cryptic, avant-garde",311,2,3.49,0am4uDjnDNYarZSfsvRJZT
233,Bicep,Bicep,1 September 2017,"Ambient House, Ambient Techno, Progressive House","Ambient Trance, Tech House, Future Garage, UK Garage, Progressive House","melodic, futuristic, mechanical, atmospheric, instrumental, urban, energetic, rhythmic","1,970",9,3.47,4psDRFbIlUM1KUb1omccXo
234,Mike Oldfield,Return to Ommadawn,20 January 2017,"Progressive Rock, Progressive Folk",Celtic New Age,"instrumental, epic, sentimental, happy, uplifting, tribal, pastoral",748,18,3.46,7uWy7dfbnlmwbJQ3Tq7w4d
235,Chaos Moon,Eschaton mémoire,17 November 2017,Atmospheric Black Metal,,"dark, atmospheric, melancholic, existential, male vocals, psychedelic, mysterious, ominous",478,4,3.49,5h7wCh5FNTRAadhwjlV2V9
236,Tokenainamae 溶けない名前,制服甘露倶楽部,4 October 2017,"Noise Pop, Shoegaze",Dream Pop,"melodic, female vocals, noisy, passionate, raw, warm",527,1,3.48,61AbD3MWgCJoyDISQzqQpu
237,Wacław Zimpel & Kuba Ziołek,Zimpel/Ziołek,12 October 2017,Post-Minimalism,"Progressive Electronic, Psychedelic Folk, ECM Style Jazz","repetitive, ethereal, male vocals, hypnotic, atmospheric",465,3,3.49,6FQnQAVJ0KLqEACMVQ1OR5
238,Manchester Orchestra,A Black Mile to the Surface,28 July 2017,"Indie Rock, Alternative Rock","Emo, Art Rock","melodic, introspective, lonely, melancholic, male vocals, bittersweet, concept album, anxious","1,152",13,3.46,4hruYceqit29o6m4arpAql
239,The Contortionist,Clairvoyant,15 September 2017,"Progressive Metal, Progressive Rock",Post-Rock,"melancholic, male vocals, progressive, sombre, dark, atmospheric, ethereal",771,9,3.47,5xBtUANwVKmjYKgPzdMPcP
240,Kaz Bałagane,Narkopop,24 August 2017,Trap,Pop Rap,,418,,3.47,2f71s50zLOCoKKrKxtnVeP
241,Vargrav,Netherstorm,22 December 2017,Black Metal,Symphonic Black Metal,"male vocals, cold, dark, winter, atmospheric, forest, epic",479,6,3.48,5OBW0HTfWLQn4pl3wNtVdz
242,Hammock,Mysterium,25 August 2017,Ambient,Modern Classical,"ethereal, peaceful, choral, atmospheric, soothing, melancholic, soft, lush",417,6,3.49,6VpA9V1f41FGoPw8jFnQZH
243,Makthaverskan,Ill,20 October 2017,"Post-Punk, Indie Rock","Jangle Pop, Dream Pop","energetic, melancholic, romantic, female vocals, passionate, lush, warm, anxious",538,6,3.48,1M6K6rMbpX2KxFb4rzTG7y
244,Black Country Communion,BCCIV,22 September 2017,Hard Rock,Blues Rock,"male vocals, melodic, raw",261,6,3.50,23G5UqSiyz7wHOJOnLTAY1
245,Beast in Black,Berserker,3 November 2017,"Power Metal, Heavy Metal",AOR,"male vocals, melodic, fantasy, energetic, anthemic, rhythmic",488,7,3.45,6fLTpmXlBt69yjzPvRkaBo
246,Somi,Petite afrique,31 March 2017,"Vocal Jazz, Neo-Soul","African Music, Chamber Jazz, Alternative R&B","urban, conscious, female vocals, political, nocturnal, atmospheric, longing, bittersweet",472,3,3.49,0Pyd8G4UBFGXFKWBHcKST8
247,Wolf Alice,Visions of a Life,29 September 2017,"Indie Rock, Dream Pop","Shoegaze, Noise Pop","eclectic, female vocals, anxious, melancholic, passionate, existential, ethereal, love","2,652",25,3.46,7BJmbXNSX1tUPmVjvrlqvz
248,Dying Fetus,Wrong One to Fuck With,23 June 2017,"Brutal Death Metal, Technical Death Metal",Deathgrind,"heavy, violence, technical, death, aggressive, angry, energetic, male vocals","1,370",19,3.46,0eZiXvvAJcvONgxZJAo3Ms
249,Circuit des Yeux,Reaching for Indigo,20 October 2017,"Avant-Folk, Art Pop","Psychedelic Folk, Experimental Rock","androgynous vocals, atmospheric, female vocals, introspective, surreal, funereal, bittersweet, hypnotic",878,12,3.47,35AaBY69aZY78y0baUueUG
250,Kiko Dinucci,Cortes curtos,7 February 2017,"Art Punk, Vanguarda paulista","Math Rock, No Wave, Post-Punk","manic, female vocals, anxious, urban, alienation, male vocals, satirical, polyphonic",473,4,3.48,3OVfz1Grq4cJjZY4T9csoA
251,Afterbirth,The Time Traveler's Dilemma,28 July 2017,"Technical Death Metal, Brutal Death Metal","Progressive Metal, Slam Death Metal","heavy, surreal, abstract, technical, science fiction, dissonant",287,3,3.49,1ZPG9Oqiih07bkIIowKhFE
252,Tarawangsawelas,Wanci,19 October 2017,Southeast Asian Folk Music,"Electroacoustic, Avant-Folk, Post-Minimalism","meditative, acoustic, instrumental, calm, repetitive",274,,3.55,4wjoTcychTa05MTJOCfDaS
253,Stabscotch,Uncanny Valley,13 January 2017,"Experimental Rock, Noise Rock, Avant-Prog","Post-Hardcore, Brutal Prog, Avant-Garde Metal, Experimental","chaotic, manic, aggressive, noisy, male vocals, dissonant, heavy, uncommon time signatures",949,21,3.44,5OSsCAsBHH2YUtU0D0gQ6J
254,Tetragrammacide,Primal Incinerators of Moral Matrix,3 November 2017,War Metal,,"dense, chaotic, raw, male vocals, science fiction, noisy, war, infernal",392,4,3.47,ironboneheadproduction
255,Hampshire & Foat,Galaxies Like Grains of Sand,26 May 2017,"Cool Jazz, Ambient","Library Music, Lounge, Chamber Jazz","warm, atmospheric, instrumental, space, soothing, orchestral, calm, hypnotic",341,3,3.49,3Zg2Y3qTPNDmuhbAlnxWDe
256,Serpent Column,Ornuthi Thalassa,21 July 2017,Black Metal,Progressive Metal,"aggressive, dissonant, chaotic, uncommon time signatures, progressive, male vocals",534,3,3.47,0cm3kZYgH7ldPOPXOlZMIs
257,Spirit Adrift,Curse of Conception,6 October 2017,"Traditional Doom Metal, Doom Metal",Heavy Metal,"melodic, male vocals, triumphant, heavy, anthemic, epic",326,7,3.48,7Bt7lg3npbFIC6PtHXFanJ
258,Soen,Lykaia,3 February 2017,"Progressive Metal, Progressive Rock",Alternative Metal,"melodic, progressive, melancholic, male vocals, passionate, introspective, sombre, heavy","1,357",17,3.45,4rb4qHm3sKPFj4Fls1UR0j
259,For Tracy Hyde,he(r)art,2 November 2017,"Dream Pop, Indie Pop","Shoegaze, J-Pop, J-Rock, City Pop","female vocals, lush, romantic, urban, ethereal, bittersweet, concept album, atmospheric",354,1,3.48,69YOUJERQA4nXd9FTGrMKO
260,Angelo De Augustine,Swim Inside the Moon,25 August 2017,"Indie Folk, Singer-Songwriter",,"lo-fi, mellow, warm, acoustic, male vocals, soft",287,4,3.49,3QTFVDp1oURknioprsMfUL
261,Caterina Barbieri,Patterns of Consciousness,21 April 2017,"Progressive Electronic, Post-Minimalism","Drone, Ambient Trance","hypnotic, minimalistic, repetitive, futuristic, space, generative music, psychedelic, atmospheric",775,3,3.46,4fKVh0mSM2hkQnEFpivPjm
262,Kauan,Kaiho,22 September 2017,"Post-Rock, Ambient",Neofolk,"male vocals, ethereal, atmospheric, introspective, melancholic, lush, poetic, peaceful",578,8,3.46,4YcjnwrZT4etdFRAmJzX2q
263,Wolfbrigade,Run With the Hunted,28 April 2017,"D-Beat, Crust Punk",,"energetic, melodic, heavy, aggressive, nihilistic, male vocals, dense, war",332,1,3.48,4Iq4cNPvVSrrJvnjlSprRO
264,Default 缺省,California Nebula,16 March 2017,"Shoegaze, Dream Pop","Post-Rock, Space Rock Revival, Neo-Psychedelia","lush, space, atmospheric, bittersweet, ethereal, female vocals, male vocals, epic",739,3,3.46,4GrpuTC5tCnxVmgfu9ZISQ
265,Tony Allen,The Source,8 September 2017,"Post-Bop, Afro-Jazz","Jazz-Funk, Afro-Funk, Yoruba Music","uplifting, rhythmic, playful, improvisation, instrumental",269,2,3.47,3vyQSRgUfcRGmGYR5Y8Ysj
266,Nothing But Thieves,Broken Machine,8 September 2017,Alternative Rock,"Indie Rock, Pop Rock, Post-Punk Revival","energetic, melodic, male vocals, introspective, passionate","1,246",7,3.44,0r7wrRVD77lNrD9t2QgZrq
267,Roc Marciano,Rosebudd's Revenge,21 February 2017,"East Coast Hip Hop, Drumless","Gangsta Rap, Jazz Rap","rhythmic, mellow, boastful, sampling, dark, violence, minimalistic, sombre",633,5,3.46,3OA1DE3jTcTNOst4CGAlGx
268,Spaceslug,Time Travel Dilemma,17 February 2017,"Stoner Metal, Heavy Psych","Doom Metal, Space Rock","heavy, psychedelic, science fiction, male vocals, repetitive",284,3,3.48,1ZBzvgduffUpesMHQLGPS2
269,White Ward,Futility Report,12 May 2017,Blackgaze,"Dark Jazz, Avant-Garde Metal","male vocals, atmospheric, nocturnal, melancholic, heavy, abstract, poetic, depressive","1,097",19,3.44,4Elh1BDe2G5VabPDxYhkdZ
270,William Basinski,A Shadow in Time,20 January 2017,"Ambient, Drone, Tape Music",Minimalism,"repetitive, ethereal, melancholic, instrumental, atmospheric, hypnotic, minimalistic, death","2,701",22,3.44,6B1OkPs0AlG9QsHIxKwrgp
271,Wiley,Godfather,13 January 2017,Grime,"UK Hip Hop, Trap","boastful, cold, urban, male vocals, sampling, triumphant, aggressive, dense","2,194",10,3.44,
272,Loathe,The Cold Sun,14 April 2017,Metalcore,"Djent, Post-Metal, Alternative Metal","angry, atmospheric, heavy, dark, aggressive, male vocals, passionate, dense",441,2,3.46,7rG3oVQULCE3pwFW5wPZOh
273,Father John Misty,Pure Comedy,7 April 2017,"Singer-Songwriter, Piano Rock, Chamber Pop","Indie Folk, Chamber Folk","satirical, melancholic, sarcastic, pessimistic, conscious, male vocals, passionate, concept album","8,411",104,3.37,3CoFoDt6zt5EKxmTpOX32b
274,Forest Swords,Compassion,5 May 2017,"Ambient Dub, Neo-Psychedelia","Tribal Ambient, Downtempo","atmospheric, sampling, mysterious, psychedelic, instrumental, rhythmic, dense, ominous","2,884",27,3.44,3Mp0TZs7hlVdjUO0LVTlqh
275,Vintersorg,Till Fjälls del II,30 June 2017,"Melodic Black Metal, Viking Metal, Progressive Metal",Folk Metal,"epic, male vocals, melodic, mythology, folklore, winter, nature, nocturnal",269,3,3.50,6TwCB11yz2WzaaLRdcqYTV
276,Contaminated,Final Man,9 June 2017,Death Metal,Death Doom Metal,"heavy, male vocals, aggressive, ominous, death, raw, dark, atmospheric",429,6,3.46,4kXFjPkQoHDHwxV8hQa0ML
277,Temple of Void,Lords of Death,28 July 2017,"Death Doom Metal, Death Metal",,"heavy, sombre, death, male vocals",329,2,3.46,6p4hItFMHXhWPG2Ge2Hp4o
278,GAS,Narkopop,21 April 2017,"Ambient, Ambient Techno","Drone, Minimal Techno, Field Recordings","atmospheric, hypnotic, ethereal, mysterious, forest, ominous, lush, instrumental","3,823",47,3.42,4JQ2igmQEWUihSRzWgTiCF
279,Ruby the Hatchet,Planetary Space Child,25 August 2017,"Stoner Rock, Heavy Psych",Stoner Metal,female vocals,267,5,3.49,2DKx9ldhq4lKL75vq21HXJ
280,Chris Stapleton,From A Room: Volume 1,5 May 2017,"Contemporary Country, Southern Rock","Country Rock, Country Soul, Singer-Songwriter, Americana, Country Blues","male vocals, melodic, pastoral, sombre, melancholic, passionate",714,6,3.45,5L0e8X6Mf9lfjs2miK2WUB
281,Maniucha Bikont & Ksawery Wójciński,"Oj borom, borom",12 March 2017,"Ukrainian Folk Music, Avant-Folk","Avant-Garde Jazz, White Voice","female vocals, acoustic, improvisation, soothing, folklore",318,5,3.46,39qB92XL5qq0XkLzvuILoX
282,Tigran Hamasyan,An Ancient Observer,31 March 2017,Chamber Jazz,"Modern Classical, Jazz Fusion",,291,2,3.46,4BEcvKnTOi20mm1foxleMQ
283,Como Asesinar a Felipes,Elipse,6 October 2017,"Jazz Rap, Experimental Hip Hop, Abstract Hip Hop","Avant-Garde Jazz, Jazz Poetry, Progressive Rock, Abstract Hip Hop","uncommon time signatures, poetic, political, complex, male vocals, philosophical, rebellious, progressive",243,4,3.68,1ntDaEnhqyQ5BNi4FKVgag
284,The Mountain Goats,Goths,19 May 2017,"Singer-Songwriter, Indie Pop","Chamber Pop, Jazz Pop, Sophisti-Pop, Indie Rock","male vocals, melodic, pessimistic, concept album, melancholic, introspective, bittersweet, anxious","2,310",24,3.43,6VTTkMIKHhmFsZkKXsvS5I
285,Ninos du Brasil,Vida eterna,13 September 2017,Industrial Techno,"Tribal House, Batucada","nocturnal, tribal, rhythmic, hypnotic, minimalistic, atmospheric, energetic, cryptic",753,6,3.45,1ENCiKg9g1jbfaNGZgfn2n
286,Grave Pleasures,Motherblood,29 September 2017,"Deathrock, Post-Punk",,"male vocals, apocalyptic, energetic, dark, nihilistic, death, occult, love",580,4,3.45,21pCn7CB0G9S2MXrTUZ5yP
287,Vektroid,Seed & Synthetic Earth,10 November 2017,"Progressive Electronic, Utopian Virtual","Synth Funk, IDM, Vaporwave","futuristic, surreal, playful, manic, instrumental, epic, chaotic, quirky",411,1,3.46,1qKuoBF2BPIlCoiznz0RoA
288,Almyrkvi,Umbra,24 November 2017,Atmospheric Black Metal,"Space Ambient, Death Doom Metal","ominous, dark, space, atmospheric, dissonant, repetitive, heavy, ethereal",294,5,3.47,7gYBWiWyxwAPtrSiGrxQ44
289,Guerilla Toss,GT Ultra,19 May 2017,"Dance-Punk, Neo-Psychedelia, Art Pop","Progressive Pop, Zolo","playful, drugs, psychedelic, female vocals, melodic, energetic, quirky, dense","2,255",15,3.43,2HJ2jjZjPe7jhKL6OwtoZY
290,Quicksand,Interiors,10 November 2017,"Post-Hardcore, Alternative Rock",,"passionate, male vocals, anxious, energetic, bittersweet, atmospheric",488,7,3.46,0kqHdaOSkbZePBPZPvIcqW
291,Octo Octa,Where Are We Going?,24 March 2017,Deep House,Tech House,"uplifting, warm, LGBT, instrumental, nocturnal, atmospheric, sampling, happy",722,3,3.45,2T9iECGffkRNhiKkQU7gLd
292,Celeste,Infidèle(s),29 September 2017,"Black Metal, Sludge Metal",Atmospheric Sludge Metal,"depressive, dark, heavy, misanthropic, pessimistic, nihilistic, passionate, aggressive",485,3,3.45,1j6Keuj7hyNY8e5Wtir9ae
293,Sons of Apollo,Psychotic Symphony,20 October 2017,Progressive Metal,"Progressive Rock, Hard Rock","male vocals, melodic, progressive, passionate, technical, heavy, uncommon time signatures",430,17,3.45,1FW9JsNi0BE3LK3WnHgJOm
294,Condor,Unstoppable Power,28 April 2017,Thrash Metal,"Black Metal, Speed Metal",,295,2,3.46,2r4Jnsfs2mejTgwg9GVasZ
295,BNNT,Multiverse,10 October 2017,"Experimental Rock, Noise Rock","Post-Rock, Drone, Free Improvisation","rhythmic, repetitive, energetic",343,2,3.45,10WzL5xDAhUbDzv7BQTl83
296,J.I.D,The Never Story,10 March 2017,Southern Hip Hop,"Trap, Conscious Hip Hop, Contemporary R&B, Jazz Rap, Boom Bap","male vocals, eclectic, mellow, rhythmic, vulgar, urban, drugs, introspective","3,869",12,3.43,1gPqbxhs90kppgOVxGOPzd
297,Charlotte Gainsbourg,Rest,17 November 2017,"Art Pop, Synthpop","Nouvelle chanson française, Synthpop, French Pop, Dream Pop","death, female vocals, melancholic, introspective, lush, hypnotic","1,628",9,3.43,5nalJu58LJj7AMMyHwtbLX
298,Damien Dubrovnik,Great Many Arrows,30 June 2017,"Death Industrial, Post-Industrial","Drone, Chamber Music, Dark Ambient","noisy, anxious, atmospheric, male vocals, death, sad, depressive, chamber music",722,6,3.44,56EkBPizDvQCDPO857D3cC
299,Warbringer,Woe to the Vanquished,31 March 2017,Thrash Metal,,"war, aggressive, male vocals, violence, heavy, rhythmic",441,4,3.45,4oLanKPioh0Hoah2JVur45
300,Dodecahedron,Kwintessens,17 March 2017,"Black Metal, Avant-Garde Metal","Black Ambient, Progressive Metal","dark, dissonant, chaotic, dense, technical, ominous, avant-garde, complex",720,4,3.44,4fzqMZL3CNsKwiECMf2xZK
301,Pallow,Blueprints for an Empty Vessel,30 June 2017,Slowcore,"Shoegaze, Post-Rock, Post-Metal","melancholic, calm, atmospheric, dense, male vocals, longing, ethereal, lush",240,4,3.63,6yxpfY8fNnFWOpNX8UN2oX
302,Igorrr,Savage Sinusoid,16 June 2017,"Avant-Garde Metal, Breakcore","Baroque Music, Balkan Folk Music","manic, eclectic, complex, male vocals, female vocals, surreal, avant-garde, energetic","1,769",15,3.42,2NsGk9oBBBMfblYdLcjYhu
303,Heaven in Her Arms,白暈,22 March 2017,"Screamo, Post-Rock","Blackgaze, Post-Metal","chaotic, passionate, male vocals, melancholic, dense, atmospheric, dark, sombre",702,5,3.45,15TvnSrhLdTy5lNjl7xMRZ
304,Fen,Winter,17 March 2017,Atmospheric Black Metal,"Post-Rock, Blackgaze","atmospheric, dark, cold, male vocals, heavy, melancholic, nature, epic",687,12,3.44,0wcHVvKiuokXMhTAsPtfzG
305,Binker and Moses,Journey to the Mountain of Forever,2 June 2017,"Post-Bop, Avant-Garde Jazz","Free Jazz, Spiritual Jazz","acoustic, instrumental, playful, spiritual, concept album, passionate",267,4,3.49,58TYOraDNvrGe9nebYtI0C
306,Flotation Toy Warning,The Machine That Made Us,16 June 2017,"Chamber Pop, Indie Pop, Art Rock","Neo-Psychedelia, Dream Pop, Progressive Pop","mellow, cryptic, peaceful, male vocals, bittersweet, melancholic, melodic, introspective","1,149",10,3.43,6QUlM3W4m7WawXsi14VcJn
307,Black Cilice,Banished From Time,10 March 2017,Atmospheric Black Metal,,"lo-fi, noisy, repetitive, raw, mysterious",535,3,3.43,
308,"21 Savage, Offset & Metro Boomin",Without Warning,31 October 2017,"Trap, Southern Hip Hop","Gangsta Rap, Horrorcore","Halloween, crime, dark, ominous, atmospheric, deadpan, cold, boastful","7,352",34,3.40,0MV1yCXcNNQBfwApqAVkH0
309,La Lá,"""Zamba puta""",25 March 2017,Singer-Songwriter,"Vals criollo, Jazz Pop","mellow, female vocals, introspective, acoustic, love, soft, playful, warm",323,7,3.45,1FsZ3DfeXndrOrpWNBWk6J
310,Stefan Wesołowski,Rite of the End,28 April 2017,"Ambient, Modern Classical","Drone, Dark Ambient","dark, mysterious",263,1,3.49,02wptdYCkjUifeRCECuFrM
311,Daniel Caesar,Freudian,25 August 2017,Contemporary R&B,"Neo-Soul, Alternative R&B, Pop Soul","romantic, lush, love, mellow, melodic, male vocals, introspective, soft","2,949",24,3.42,3xybjP7r2VsWzwvDQipdM0
312,Craig Finn,We All Want the Same Things,24 March 2017,"Singer-Songwriter, Indie Rock",Heartland Rock,"love, melodic, male vocals, poetic",297,8,3.45,0pyXtFVeXowmiIeiMlf1Bn
313,Wiegedood,De doden hebben het goed II,10 February 2017,Atmospheric Black Metal,,"dark, male vocals, dense, atmospheric, passionate, melancholic, melodic, raw",636,4,3.44,6rmNlsOzMr0xG02D24cZkb
314,NUUAMM,w/ave,28 June 2017,"Contemporary Folk, Ambient Pop","Dream Pop, Folk Pop","female vocals, male vocals, soothing, mellow, soft, melodic, warm, ethereal",296,,3.48,7u2xjrnKjxjr9y6wx8MPTZ
315,King Gizzard and The Lizard Wizard,Murder of the Universe,23 June 2017,"Psychedelic Rock, Garage Rock, Spoken Word","Heavy Psych, Space Rock, Progressive Rock, Noise Rock","concept album, apocalyptic, science fiction, psychedelic, epic, repetitive, atmospheric, occult","6,577",43,3.39,7JfNsFxp2BfJNmgxxkiRoJ
316,Tinariwen,Elwan,10 February 2017,Tishoumaren,,"male vocals, desert, psychedelic, rhythmic, warm, melodic, hypnotic, mellow",923,9,3.43,41KpeN0qV6BBsuJgd8tZrE
317,The Dream Syndicate,How Did I Find Myself Here?,8 September 2017,Paisley Underground,Post-Punk,"male vocals, introspective, psychedelic",324,6,3.45,49fLD6uCKN2ZUP5iyY05Mu
